city,total_orders,total_revenue
Thane west,10,6882.0
Chandrapur,12,6879.71
MATTANNUR,11,6868.0
DERA BASSI INDUSTRIAL AREA,11,6842.05
DINANAGAR,9,6839.0
Cochin,12,6835.0
Barabanki,10,6826.11
POTHREDDIPALLE,9,6800.0
VADA,8,6796.95
KHARDAHA,12,6785.67
ALATHUR,11,6783.0
Edappally,11,6778.0
MANDSAUR,11,6777.0
Kakinada,11,6772.0
SHEVGAON,9,6762.0
VINDHYA NAGAR NTPC TOWNSHIP,11,6759.0
THAIKATTUSSERY,8,6749.0
"Ranip,AHMEDABAD",8,6737.0
BALURGHAT,9,6730.24
NURPUR,9,6729.0
WEST NIMAR,6,6727.21
PANVEL,10,6719.0
KHERI,7,6699.0
OZAR,10,6698.0
KOVALAM,14,6696.0
ADOOR,10,6694.0
NAGROTA,9,6693.45
SRIVILLIPUTHUR,10,6684.0
TARIKERE,10,6683.38
KHANNA,10,6683.04
Imphal,14,6671.0
BHADRACHALAM,11,6665.0
Margao,13,6656.1900000000005
KARWI,8,6655.0
MANGALORE,10,6639.0
KHUNTI,8,6637.0
Navsari,11,6616.08
NABADWIP,11,6613.0
JAMMIKUNTA,9,6596.0
KOVILPATTI,13,6590.24
DHARMADOM,11,6570.29
MARKAPUR,10,6565.76
INDIPUR,8,6560.0
Dwarka,9,6558.0
KATHGODAM,10,6553.32
DAHANU,10,6553.0
MANDVI KACHCHH DISTRICT,9,6547.0
Ponda,10,6530.0
"Mahadevapura, Bangalore",6,6529.0
guwahati,8,6509.0
REWARI,9,6507.0
FATEHGARH,7,6504.0
SANQUELIM,10,6501.0
ALONG,11,6493.05
MIRIK,7,6485.0
ARSIKERE,8,6484.0
Belagavi,11,6481.0
KOTHAGUDEM,12,6480.0
Tenkasi,8,6472.0
GONDAL,9,6455.0
Tirupur,9,6455.0
Tiruppur,10,6449.67
MILAK,6,6407.0
Bhiwandi,10,6402.77
LONAVALA,11,6391.0
TIRWAGANJ,8,6389.0
Bhilai,11,6385.0
indore,7,6374.0
Greater noida,10,6374.0
MOONNIYUR,10,6369.48
BHIMTAAL,9,6368.0
SONAMURA,7,6367.07
BAGHPAT,8,6343.0
RAJPURA,9,6330.0
CHOONDAL,17,6329.15
CHIPLUN,9,6328.0
Udupi,8,6326.0
BALLEPALLE,10,6322.1
Rahara,7,6320.0
POLLACHI,11,6308.0
KANKER,8,6304.58
DEVARAKONDA,5,6294.280000000001
MANJERI,11,6271.0
NEDUMANGAD,11,6268.95
NAYAGARH,8,6251.95
VELUR,11,6249.9
KARIMGANJ,10,6246.0
HODAL,9,6242.36
GOKAK,11,6238.79
Karnal,8,6227.0
Mananthavady,8,6224.0
JAISALMER,9,6220.0
Saharanpur,9,6216.38
RAYACHOTI,8,6204.0
Patiala,9,6202.0
NAUGACHHIA,7,6198.52
PERNEM,11,6192.0
KUMARAPURAM,10,6188.0
METAPALLY,10,6185.48
DANDELI,12,6181.0
JOWAI,10,6179.29
Darbhanga,8,6177.0
Kasaragod,9,6172.0
PONNANI,10,6163.0
bengaluru,9,6162.0
JANGAREDDIGUDEM,10,6152.0
bhubaneswar,11,6150.0
ULUBERIA,9,6147.87
AMBEJOGAI,9,6144.0
Anand,10,6137.66
Satara,10,6137.0
LALGANJ,8,6102.0
ARMUR,8,6096.86
Rajahmundry,12,6094.0
Badlapur,9,6089.0
KODAD,10,6088.0
Siddipet,8,6082.0
JHALAWAR,10,6080.0
Bharuch,10,6075.0
PILICODE,9,6068.29
HYDERABAd,7,6062.0
SARDARSHAHAR,7,6058.0
DHALIYUR,9,6052.0
MULBAGAL,6,6044.0
UTEKHOL,7,6040.860000000001
BHUNTAR,8,6040.48
PERUMBAIKAD,12,6021.14
SHIVPURI,10,6019.29
KHORDA,8,5982.0
TANDUR,8,5973.29
Anantapur,10,5972.29
MUSSOORIE,13,5971.67
Ichapur,9,5964.0
Shivamogga,10,5962.0
DIGRAS,6,5961.43
COONOOR,8,5957.43
tirupathi,8,5953.0
BHATPARA,9,5939.0
SUNDARNAGAR,6,5931.0
SULLURU,11,5927.0
NOWGONG,7,5923.0
PURANATTUKARA,10,5921.0
BARDHAMAN,8,5918.95
Moradabad,10,5916.860000000001
SAWANTWADI,9,5906.14
GURZALA,8,5900.95
PALLICHAL,9,5893.0
PATAUDI,8,5868.0
Tripunithura,10,5852.85
IROOPARA,10,5851.0
KARAMADAI,10,5847.43
Durgapur,8,5832.62
SIOLIM,12,5819.67
KADODARA,8,5817.66
Palampur,9,5816.58
CHINTAMANI,10,5813.14
Imphal east,6,5805.0
MAHOBA,8,5803.71
BERMO,8,5800.0
GOA VELHA,8,5799.0
Singrauli,9,5798.0
NANDURBAR,8,5795.0
BINA,6,5787.0
BATALA,9,5778.0
SIDLAGHATTA,6,5769.0
dehradun,10,5766.0
LEH ladakh,5,5762.0
SURI,11,5754.0
GOHANA,8,5737.0
GODDA,7,5728.0
FERRARGUNJ,9,5714.0
BAGESHWAR,10,5708.1
CHITTAURGARH,8,5706.0
BELGAUM,9,5694.0
PARDI,8,5688.0
SAMBHAL,6,5678.0
NARNAUL,7,5677.0
Adilabad,12,5670.0
JUGAULI,10,5667.0
MANDAPETA,9,5666.0
BARDOLI,11,5658.0
KADIRUR,7,5653.0
BALLARPUR,6,5639.46
BADDI,10,5636.1900000000005
BEYPORE,9,5626.0
Tezpur,8,5624.0
Thiruvalla,10,5618.0
Jajpur,9,5616.0
VARCA,10,5593.1
CHINCHANI,10,5587.0
PUTHENCRUZ,11,5573.14
HANUMANGARH,8,5570.48
FARIDKOT,8,5564.0
BELLARY,10,5563.0
KONNAGAR,10,5543.0
SIDHI,7,5530.0
MATHIGIRI,8,5528.0
FIROZABAD,8,5518.0
NUVEM,10,5510.48
CHENGAMANAD,9,5507.0
AYYAMPETTAI THANJAVUR DISTRICT,11,5496.38
BHATKAL,9,5479.0
SAHIBGANJ,7,5476.38
Gwalior,10,5471.9
ROHA ASHTAMI,13,5466.0
PINARAYI,7,5453.0
TANAKPUR,8,5453.0
VASAI WEST,7,5439.0
MURAKAMBATTU,8,5438.73
SUNABEDA,7,5430.0
GOBICHETTIPALAYAM,9,5420.0
RAJGIR,5,5413.0
KHAILAR,6,5413.0
BUTIBORI,10,5406.33
Puducherry,10,5403.0
KHAJURAHO,7,5402.0
SILWANI,5,5395.0
BYASANAGAR,9,5393.0
KODAIKANAL,7,5387.1900000000005
SANGLI,7,5380.0
KAVERIPATTINAM,6,5379.0
Pulivendula,6,5377.0
Kangra,5,5365.0
BAMBOLIM,11,5364.0
PUNALUR,9,5349.58
BALODA BAZAR,9,5348.0
BIHTA PATNA DISTRICT,7,5329.0
AHMEDNAGAR,8,5328.52
RAI INDUSTRIAL AREA,7,5311.0
Mapusa,8,5309.48
JHUMRI TILAIYA,9,5309.0
Loni,10,5308.0
THAZHUTHALA,8,5304.0
HAVERI,9,5297.0
BEGOWAL,7,5293.0
KURUMPILAVU,8,5289.0
ATTUR,7,5283.0
Trichur,6,5276.76
Shahdara,9,5263.0
CHUMUKEDIMA,8,5259.0
kalyan,10,5257.0
BHOTA,6,5256.05
TEZU,7,5252.43
DUMRAON,7,5244.0
MADHYAMGRAM,8,5234.62
CHAKAN,9,5229.86
USILAMPATTI,7,5229.0
KOSAMBA,8,5224.0
Balrampur,8,5218.0
ALIBAG,10,5212.67
ATTAYAMPATTI,10,5211.67
Chengalpattu,11,5200.0
HAORA,8,5187.24
KAPADVANJ,7,5183.0
KALLIASSERI,9,5174.0
ALDONA,9,5164.0
HANUMAN JUNCTION,7,5160.0
Madhyamgram,11,5152.0
RAU,7,5149.0
KRISHNANAGAR,9,5147.38
KUDAL,9,5147.0
NAIHATI,8,5144.0
RANIGANJ,6,5144.0
KALOL GANDHINAGAR DISTRICT,10,5143.14
Raigarh,10,5125.0
GUNDLUPET,7,5124.0
EDDUMAILARAM,5,5121.0
DHUBRI,6,5117.0
Dombivali East,7,5117.0
KUPPAM,10,5115.0
JAJAPUR,7,5111.0
Kanekal,5,5106.0
MURADNAGAR,7,5101.0
Purnea,6,5100.0599999999995
DABHOI,5,5092.0
SILVASSA,6,5089.0
"Colachal, Kanya Kumari District",8,5088.0
MUMBAi,8,5087.0
RAIGANJ,6,5086.0
NIPANI,10,5081.0
Ankleshwar,7,5073.0
Hanamkonda,8,5065.0
PALIA KALAN,8,5064.0
NANDED,8,5063.67
Nallasopara west,9,5056.0
HANSI,8,5054.0
BHAVANI,8,5053.0
Idukki,7,5053.0
Jamnagar,7,5044.0
SHIRUR,8,5042.0
GOPESHWAR,7,5038.0
KOLAZHY,7,5034.0
BODINAYAKANUR,9,5030.0
BHADRESWAR,7,5025.24
Rampur,10,5023.86
BHOWALI,7,5014.0
Addanki,9,5010.0
MUDIGERE,7,5007.0
Auraiya,9,5003.67
SHORANUR,9,4999.1
Dharwad,11,4999.0
ELAMPALLOOR,7,4993.0
"Koyilandy, kozhikode",9,4992.0
KODUNGALLUR,7,4991.0
PALUVAI,11,4991.0
CHODAVARAM,7,4980.72
Alwar,8,4978.0
AMRELI,6,4977.86
Hamirpur,5,4974.0
BHATAPARA,7,4968.0
ARERAJ,6,4963.0
KAMPTEE,9,4956.14
TAKHATPUR,5,4954.0
DHAULPUR,8,4951.0
NAGDA,6,4950.67
SADASIVPET,9,4950.14
VIDISHA,8,4950.0
patiala,8,4948.0
BHADOHI,7,4946.0
IGATPURI,5,4944.360000000001
thrissur,10,4938.1
TUMAKURU. Phone Number 9686000855,8,4937.0
JANGAON,8,4907.8099999999995
KADUR,11,4904.0
VENGURLA,7,4897.0
SIRKALI,6,4883.21
Akola,6,4878.0
CHIKHAL KASA,6,4874.0
JAMKHANDI,7,4873.67
KANJIKODE INDUSTRIAL AREA,8,4869.0
THURAIYUR,6,4866.0
GUMLA,8,4862.0
Cooch Behar,5,4858.0
surat,8,4858.0
BISWANATH CHARIALI,4,4857.0
KOZHENCHERY,8,4857.0
HABRA,8,4857.0
KHORDHA,7,4841.0
KARAULI,7,4838.0
CHIKHLI,8,4834.0
Solapur,9,4834.0
MANNARKAD,10,4832.0
KAMBAM,5,4830.0
PULGAON,6,4826.0
TALA,5,4819.0
ANJUNA,6,4818.43
AMLA,5,4809.0
POTTORE,7,4808.0
PARAMAKUDI,8,4795.0
KORATTY,8,4792.0
SONAPUR GAON,7,4791.0
AMETHI,8,4781.0
tonk,4,4780.0
ISLAMPUR,7,4771.14
TEHRI,8,4769.0
KESINGA,5,4764.0
Medchal,7,4760.0
Soreng,6,4757.84
CHIRAKKAL,9,4750.0
IRINJALAKUDA,9,4743.86
Madhurawada,10,4743.0
ATMAKUR SRI POTTI SRIRAMULU,8,4739.0
DAHI,4,4738.18
CHAKDAHA,7,4736.0
DIAMOND HARBOUR,7,4733.0
CHETHIPUZHA,7,4726.0
Kishangarh,6,4719.0
PHULABANI,7,4719.0
Karimnagar,10,4717.0
Ajmer,6,4709.0
Malda,9,4703.0
mughal sarai,6,4694.0
Tenali,9,4692.95
ALOK CITY,5,4688.9
KANAKAPURA,9,4688.86
SARCARSAMAKULAM,7,4674.0
Kinnigoli,10,4673.67
MUMBAI - 400062,9,4673.62
ATMAKUR,8,4670.0
MUNNAR,9,4664.0
SATTUR,6,4659.0
BAISINGA,4,4652.0
HUNSUR,11,4643.48
SONAPUR,7,4640.0
SUJANPUR,6,4637.48
MADHEPURA,7,4633.0
VANIYAMKULAM II,7,4631.0
WASHIM,8,4614.0
SASARAM,7,4611.95
CHANDAULI,7,4611.0
Sangli,6,4610.0
Alappuzha,8,4606.0
Haridwar,6,4600.0
NABAGRAM COLONY,7,4600.0
KURSEONG,6,4597.0
DAPOLI,10,4596.0
PILLAIARKUPPAM,8,4592.0
Bikaner,6,4590.43
Nasik,8,4589.0
Tirunelveli,8,4584.0
MAHRAJGANJ MAHRAJGANJ DISTRICT,6,4583.0
Serampore,8,4581.0
SHAHBAD,6,4568.0
VARANGAON,6,4564.0
NIRMAL,7,4559.43
Angul,6,4557.0
MUSIRI,7,4550.62
KAMRUP,9,4549.0
NEW BARRACKPUR,6,4542.0
Rangareddy,7,4536.0
SIVAGANGA,11,4534.95
KADIRI,7,4533.0
Bilaspur,8,4533.0
noida,7,4525.0
BID,8,4520.0
Satna,6,4511.0
Tinsukia,8,4503.0
chandigarh,6,4499.0
shimla,7,4497.67
JAMUI,5,4497.0
NANJANGUD,4,4489.0
KANNAMANGALAM ALAPPUZHA DISTRICT,7,4476.0
MAJHIHARA,5,4472.0
Dombivli west,8,4467.0
Ballia,7,4464.0
BAIL HONGAL,6,4456.0
ATTINGAL,8,4452.0
VADAKKUVALLIYUR,6,4450.0
JAYGAON,5,4446.0
BADLAPUR West,5,4444.0
Badepalle,6,4435.0
Mau,4,4435.0
SONBHADRA,5,4434.0
GAURIBIDANUR,5,4425.0
PADRAUNA,7,4422.0
METTUPALAYAM COIMBATORE DISTRICT,6,4417.83
PIPILI,5,4417.0
UTTAR LATABARI,6,4410.0
NIMBAHERA,5,4408.0
Karungal,7,4408.0
BANTWAL,7,4400.05
JHUNJHUNUN,7,4399.0
Tumkur,7,4399.0
gorakhpur,6,4398.0
TUNDLA KHAM,9,4391.0
SAMBRA,6,4382.0
PUNJAIPULIAMPATTI,6,4380.0
"TENALI, Guntur district",5,4380.0
RAZOLE,8,4372.05
MANALMEDU,6,4369.0
LAKHISARAI,6,4362.8099999999995
MULKI,6,4362.0
HINDAUN,5,4356.0
Burdwan,8,4353.0
KONDAPI,9,4351.0
KOIPADY,6,4342.0
Kompally,5,4337.0
JAMALPUR,7,4335.8099999999995
HINDUPUR,7,4334.1
rajkot,7,4330.0
Katra,7,4328.0
NASVADI chhotaudepur,3,4326.0
RAJGARH RAJGARH DISTRICT,5,4322.0
NAWANSHAHR,7,4321.0
"Ranipet, VELLORE DT",6,4320.42
HOSDURGA,6,4320.0
Kurnool,6,4318.0
"Chalakudy , Thrissur",5,4314.0
KHATAULI,6,4307.0
Bardez,5,4306.0
ADICHANALLOOR,6,4301.0
PHUSRO,6,4299.0
MADHAPAR,4,4294.0
RAGHOGARH,8,4292.0
URAN ISLAMPUR,6,4292.0
CHAKRADHARPUR,8,4276.0
PALACODERU,5,4267.92
BARDEZ,7,4266.0
PEHOWA,7,4254.0
BANGARAPET,7,4248.0
SIVAKASI,10,4246.0
warangal,6,4245.12
BODHAN,6,4241.0
HAILAKANDI,6,4240.0
ODDANCHATRAM,7,4238.0
DEVARAPALLI,6,4231.0
KOIL PALAYAM,5,4227.0
Liluah,5,4224.0
KATTAPPANA,6,4220.48
Junagadh,5,4219.0
GOALPARA,7,4217.29
Muzaffarpur,8,4217.0
VARAM,7,4216.0
Raebareli,8,4213.57
Buxar,5,4212.0
MAHUVA,6,4211.0
CHERTHALACherthala,5,4204.62
CHUNAR,5,4204.0
ZAHIRABAD,10,4201.33
Theni,9,4201.0
Leh,5,4189.38
UDAIPURudipur,6,4183.0
ROHINI,4,4182.0
Perumbavoor,7,4178.29
KARKALA,7,4178.0
SIPCOT THOOTHUKUDI,8,4176.0
Guna,5,4173.0
KALADHUNGI Haldwani,4,4167.04
BHANDER,4,4166.24
HOOGHLY,8,4159.0
CHOUTUPPAL,7,4158.0
RASRA,5,4156.0
KHAIRA BARi,4,4155.0
KURATTISSERY,6,4151.0
Narnaul,5,4147.67
MUDHOL,5,4147.0
AVANIGADDA,6,4145.0
PRATHIPADU,5,4144.0
VASAI west,7,4141.0
PARVATHIPURAM,6,4140.0
Kalyan West,6,4139.0
ARA,4,4136.0
THIRUVALAM,6,4135.0
vijayawada,9,4133.0
VENKETRAIPUR,5,4130.0
FARAKKA BARRAGE TOWNSHIP,6,4128.0
UTTAR KUSUM,6,4128.0
amritsar,5,4126.0
DASUYA,7,4126.0
ERUMAIPATTI,7,4124.76
BADLAPUR east,5,4120.0
ALLUR,5,4112.0
UPPALA,6,4107.0
CHINCHINIM,7,4096.0
Hazaribagh,6,4095.0
KOTTUVALLY,6,4089.0
CHOCKLI,7,4086.0
ANANTNAG,5,4079.0
OBRA,5,4076.0
SIRSHA,4,4075.0
Karwar,6,4073.48
HONAVAR,7,4073.0
BHIMADOLE,4,4073.0
THANE WEST,8,4073.0
TARANTARAN,4,4070.0
THIRUMANGALAM,6,4047.14
GADCHIROLI,7,4045.0
CHENDAMANGALAM,6,4034.0
Sonipat,7,4031.0
ERANHOLI,6,4028.0
mangalore,7,4027.0
VALPOI,8,4019.0
Etawah,6,4015.0
BAPATLA,6,4015.0
AMETHI SULTANPUR DISTRICT,7,4014.0
PATHANAPURAM,4,4013.0
CHAMRAIL,4,4011.3900000000003
ARUPPUKKOTTAI,7,4007.0
RAISEN,5,4005.0
JEYPUR,8,4003.0
Morbi,6,3996.0
WARANGAL URBAN,5,3988.57
NAGARI,9,3985.1
HALIYAL,5,3985.0
VIRUDHACHALAM,9,3983.0
TALIKKULAM,6,3982.0
TIRUVETHIPURAM,5,3980.0
Surendranagar,6,3979.96
QUILANDY,6,3978.0
Vazhakkala,5,3978.0
Elamakkara,6,3973.0
Murwara Katni,9,3972.0
patna,5,3962.0
Koraput,5,3960.0
"Vikas Puri, F block",9,3957.0
VENGATHUR,6,3956.0
KODINAR,8,3950.8
ULLIYERI,6,3950.0
SINDHNUR,8,3946.0
Velim,6,3944.0
KATOL,5,3944.0
BHARTHANA,6,3943.14
Bhimavaram,7,3941.0
ALIPORE KOLKATA,5,3940.0
DOWLESWARAM,6,3936.0
"Kanchikacherla, krishna district",4,3932.0
RAJAMPET,8,3930.0
"Kanuvai, coimbatore",3,3930.0
BIKRAMGANJ,8,3929.24
NAMSAI,7,3928.0
BHANJANAGAR,5,3927.0
CHELAKKARA,6,3924.0
BARBIL,9,3924.0
SASVAD,3,3921.0
Valanchery,11,3914.1
PATTAMUNDAI,7,3913.0
LUNAWADA,7,3912.84
GUNUPUR,7,3910.0
KASGANJ,7,3906.62
VUYYURU,6,3903.6400000000003
MURSHIDABAD,6,3901.0
PAVARATTY,8,3888.95
CALAPOR,8,3883.0
Perinthalmanna,6,3880.0
ARANI THIRUVALLUR DISTRICT,5,3879.0
RAIA,9,3875.38
PERINAD,5,3875.0
Kanchipuram,6,3873.0
GAJRAULA,6,3872.0
PARLAKHEMUNDI,6,3866.0
BAZPUR,5,3865.0
BARAGAON,4,3858.0
MIHIJAM,5,3849.14
Roorkee,5,3846.0
PALLIPPURAM THIRUVANANTHAPURAM DISTRICT,6,3845.0
davangere,5,3844.0
WALAJAPET,6,3840.24
SEDAM,6,3838.0
PARCHUR,7,3837.24
Dimapur,6,3832.0
GUMMIDIPOONDI,8,3831.0
NOHAR,4,3822.0
Lonavala,7,3820.0
VILAYAT GIDC,8,3818.14
KATTANAM,7,3813.0
TALODA,5,3812.48
NARSAMPET,6,3812.0
HINDALCO INDUSTRIES LTD,7,3810.0
SANASWADI,6,3806.95
MANDIDEEP,8,3803.52
JUTOGH,5,3798.0
VEERAPANDIANPATTINAM,5,3797.0
Kamareddy,5,3782.0
KHED,7,3782.0
AIMANAM,4,3779.0
ARIYALLUR,4,3767.0
Kudukkimotta,6,3766.0
Bhadrak,5,3764.0
KALAMESHWAR,9,3763.0
Mancherial,6,3762.14
PINJORE,6,3755.76
HUGLI CHINSURAH,7,3754.0
KOLACHAL,7,3752.0
BELTANGADI,7,3751.05
CANDOLIM,7,3749.0
PERAKAM,7,3745.0
JAGGAMPETA,4,3745.0
Dist Thane,4,3742.0
GANGANAGAR,4,3738.0
KATTUR,5,3738.0
KAWARDHA,6,3736.24
Perumachery,5,3735.0
Greater NOIDA,5,3733.0
KOTTARAKKARA,7,3733.0
KATRA,6,3732.43
Dist - DIBRUGARH,4,3730.8599999999997
PARADIP,6,3729.95
CHAKSU,4,3729.0
MANUGUR,6,3722.8900000000003
GORANTLA,5,3719.0
VENGOLA,7,3719.0
MARIGAON,6,3717.0
GADARWARA,7,3712.0
Bahadurgarh,7,3711.0
Srikalahasti,5,3709.0
SANGUEM,7,3708.0
THIKKODY,5,3704.0
VIRALIMALAI,5,3703.0
MUMBAI 400101,7,3700.0
Kokrajhar,5,3696.0
DAUSA,5,3695.0
PONNUR,7,3692.0
Ramgarh,3,3690.0
THIRUTHURAIPOONDI,5,3686.5699999999997
Kodakara,5,3684.0
DATIA,5,3683.0
BADNAGAR Jill Ujjain,6,3682.0
Gaya,6,3678.0
FATEHPUR,6,3677.0
PATHANKOT,6,3669.67
Rajarhat,7,3669.0
SHIRDI,6,3667.0
pathankot,5,3661.0
HIRIYUR,6,3659.0
MUKERIAN,4,3658.0
PONDICHERRY,4,3649.0
Dhenkanal,5,3647.0
JAMTARA,5,3646.0
"NUVEM.   ( Do not Ring the door bell, call b4 comg",6,3645.0
NEW Delhi,8,3644.0
KANDI,4,3641.0
YELLANDU,5,3640.0
KHARIAR,4,3637.0
MANDI GOVINDGARH,4,3635.43
PUDUPATTINAM,7,3630.0
BARSHI,5,3627.0
KUNDLI INDUSTRIAL AREA,6,3627.0
ARANI TIRUVANNAMALAI DISTRICT,8,3625.95
MUSAFIRKHANA,4,3625.0
CHINNAMPALAYAM,5,3618.15
Panaji,7,3614.0
ANDIPATTI JAKKAMPATTI,4,3614.0
MUDDEBIHAL,6,3611.25
CHOWWARA,7,3609.0
BARMER,4,3607.0
SONEPUR,5,3604.0
BANKA,5,3604.0
RAMANAGARA,5,3603.0
MURUD,5,3594.0
CHANDPUR,5,3593.0
NANGAL,5,3592.0
VADANAPPALLY,6,3590.0
Chickballapur,6,3585.57
thane,5,3582.0
CHEMANCHERI,6,3581.95
MARAKKANAM,4,3581.0
DHOLKA,5,3575.0
BAGRU,6,3570.0
KOTA Mandal,5,3570.0
Hubli,7,3565.0
"Plot no.7,Sector 47,Gurgaon",5,3564.0
ERODE DISTRICT,3,3563.3900000000003
RAMNAGAR,4,3560.0
Dehra H.O,4,3558.0
PHILLAUR,5,3557.0
IMPHAL WEST,5,3553.0
SHAHPUR,6,3547.0
SELAQUI,6,3547.0
TISWADI,6,3543.0
AONLA,4,3542.1
PERUVALLUR,3,3539.57
Cumbum,4,3536.89
SULUR,6,3536.0
NEEMUCH,5,3533.0
ADILABAD,5,3530.0
ASIKA,4,3528.0
TALASARI,6,3528.0
HATA,6,3522.86
EDAPPAL,7,3522.0
Gautam Buddha Nagar,4,3520.0
BHACHAU,4,3520.0
Narayangaon,6,3519.0
MANTESWAR,3,3514.0
"VASAI,Palghar",6,3513.0
DHONE,6,3510.0
SHAHADA,5,3506.29
Ahemdabad,4,3494.0
Sector 22 B,4,3490.62
MELUR,5,3489.0
Itanagar,4,3487.0
JHARIA KHAS,3,3481.5699999999997
Portblair,7,3477.95
MORANHAT,6,3475.95
PHALTAN,6,3473.86
Cherpu,4,3468.0
DAUND,6,3467.9900000000002
ALIGANJ,5,3467.0
TANGUTUR,5,3464.0
OLD GOA,6,3460.0
Ghazipur,4,3458.36
PAKYONG,4,3450.0
PANCHLA,5,3449.0
Ambarnath,8,3447.0
SAO JOSE DE AREAL,8,3445.0
SRINIVASPUR,5,3442.57
KHANAPUR,5,3435.0
PALASA KASIBUGGA,5,3431.0
Etah,5,3428.0
Pratapgarh,6,3424.86
YSR DISTRICT,5,3424.0
Holehonnur,3,3417.0
Anpara,5,3413.0
VAIJAPUR,4,3406.0
Bangalore Urban,3,3404.0
VAIKOM,6,3403.0
NEBADHAI DUTTAPUKUR,4,3403.0
Namakkal,7,3401.0
KANNIYAKUMARI DISTRICT,6,3401.0
MADDUR,6,3400.0
LACHHMANGARH,4,3398.0
DHAMNOD DHAR DISTRICT,5,3397.0
PADAPPAI,7,3396.0
SIRUGUPPA,8,3391.0
NADATHARA,5,3389.0
VENGARA,4,3387.0
VASAI West,5,3385.0
Tadepalli,4,3380.0
KARIMPUR,5,3377.0
KALLIYOOR,4,3376.0
BHUPALPALLE,5,3374.0
NARSIPATNAM,5,3367.0
BALOTRA,5,3364.0
AKHNOOR,6,3363.19
UDUMBANCHOLA,5,3363.0
Shyamnagar,5,3358.0
PRITHVIPUR,5,3356.0
karwar,4,3354.0
Panjim,5,3350.0
KANKAVLI,7,3344.33
NTPC SIMHADRI TOWNSHIP,6,3344.0
CHENNAI 600042,3,3343.0
THENI,5,3342.0
KAYALPATTINAM,5,3341.0
ICHCHAPURAM,3,3339.0
Deoria,4,3335.0
Korba,5,3334.0
VISHRAMPUR,5,3334.0
Pattambi,6,3334.0
FALAKATA,8,3327.14
KANKIPADU,5,3323.0
YENAGUDDE,6,3322.0
Madhurai uthangudi,3,3322.0
PERAMBALUR,7,3321.0
"Iritty,KANNUR",5,3320.0
TRICHY,4,3316.76
ULHASNAGAR,5,3315.0
JHABUA,6,3313.0
MANGAN,4,3311.29
CHENNUR,6,3311.0
Podakkudi,6,3309.0
KOTTAMKARA,5,3308.0
Bijnor,6,3307.0
NATTAKAM,5,3305.0
CHIMUR,5,3305.0
MEHMEDABAD,6,3302.0
SALUR,6,3296.0
Visakhapatanam,3,3290.0
Vishakapatnam,4,3288.0
Kishanganj,4,3285.0
NARAYANPET,5,3282.0
TANDA AMBEDKAR NAGAR DISTRICT,4,3281.0
JAMMALAMADUGU,8,3278.0
FAZILKA,4,3274.0
SOHAWAL,5,3270.0
Bhayander (Easy),4,3270.0
Vasind,3,3267.0
TADIPATRI,5,3265.0
BILHA,4,3261.0
Miramar,4,3255.0
Hissar,3,3255.0
Golabandha,4,3253.0
VINUKONDA,6,3250.0
MUNDERA BAZAR,3,3249.0
PUTTAPARTHI,5,3244.0
SATHYAMANGALAM,5,3242.0
PIPARIYA,5,3240.0
NEEM KA THANA,5,3235.19
haldwani,4,3234.0
PANTHEERAMKAVU,6,3232.0
Badvel,5,3232.0
"SIRKALI, NAGAPATTINUM (DISTRICT)",3,3231.95
"Vrindavan, mathura",5,3228.5699999999997
ADBHAR,5,3228.02
BANSBERIA,7,3228.0
NATHDWARA,4,3228.0
margao,5,3228.0
Tirupattur,3,3225.0
MULAGUMUDU,5,3222.72
CHIKODI,5,3219.0
AURAIYA,6,3219.0
Bangalore Rural,4,3219.0
GUDALUR COIMBATORE DISTRICT,3,3218.0
YELAMANCHILI,5,3217.0
Thiruvallur,6,3215.5699999999997
BISHUNIPUR,4,3215.0
KANGAYAMPALAYAM,4,3213.0
Banswara,5,3211.0
SHEIKHPURA,6,3208.38
Thiruchengode,2,3205.0
HARDWAR,4,3204.0
NAUGARH,5,3201.0
Mainpuri,6,3200.0
Qadian,10,3198.0
JATARI,5,3196.0
SINDKHED RAJA,3,3184.0
DORAHA,3,3179.0
katihar,3,3177.08
Tirupathi,4,3174.0
RANAGHAT,4,3172.86
GHATSHILA,7,3171.0
Sahibabad,3,3168.38
BHATPAR RANI,3,3168.0
INKOLLU,3,3168.0
BADVEL,4,3167.0
ALUR,5,3166.7200000000003
Wayanad,5,3165.71
KURUVATTUR,5,3161.0
NORTH BARRACKPUR,6,3160.0
DANKUNI,5,3157.0
AAMBY VALLEY,7,3156.0
ANNUR,5,3156.0
"LILUAH,HOWRAH",5,3152.0
Bantwal,5,3151.57
Srikakulam,5,3150.76
RANBIRSINGHPORA,4,3145.0
HARINGHATA FARM,4,3145.0
PERIYAKULAM,6,3144.0
CHAMPAWAT,4,3143.0
Jalgaon,6,3142.0
BARWANI,4,3140.0
KHATIMA,4,3140.0
ASHTA,4,3138.0
Belur,4,3138.0
CHAKIA,5,3137.86
Itarsi,5,3130.0
"Mulund ( west), Mumbai, Pin 400080",3,3126.93
IMPHAL EAST,5,3123.0
THANE dist,5,3123.0
PANACHIKKAD,5,3121.0
KOLAGHAT,4,3113.74
BASIRHAT,5,3111.0
Keshorai patan district bundi,8,3107.0
DINDORI,4,3107.0
UMBERGAON,6,3106.0
AGAR,5,3103.0
MEJIA THERMAL POWER TOWNSHIP,4,3102.0
